"FileName"	"CAS"	"Name"	"RT"	"RI"	"Width"	"Purity"	"Model"	"Min. Abund."	"Amount"	"Scan"	"Peak Tailing"	"S/N (total)"	"Base Peak"	"Max. Amount"	"Area"	"Intgr.Signal"	"Max. Area"	"Extra Width"	"Models"	"Frac. Good"	"Expec. RT"	"RI-RI(lib)"	"Net"	"Weighted"	"Simple"	"Reverse"	"Corrections"	"(m/z)"	"S/N (m/z)"	"Area % (m/z)"	"Conc."	"RT-RT(lib)"
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA/BATCH170112/BLANK_170109_8.FIN"	6383115	">Bicyclo[4.2.0]octa-1,3,5-triene-7,8-dione"	12.8217	1293.9	7.4	"32%"	"50 m/z"	"13%"	"0.0200%"	1705	0.7	19	1148		0					0				76		76						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA/BATCH170112/BLANK_170109_8.FIN"	540976	">Cyclohexasiloxane, dodecamethyl-"	12.8577	1296.2	5.2	"48%"	"341 m/z"	"4.3%"	"0.0602%"	1711	1.1	31	3436		0					0				83		83						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA/BATCH170112/BLANK_170109_8.FIN"	334485	">n-Decanoic acid"	13.4373	1336.7	6.5	"62%"	"60 m/z"	"7.8%"	"0.100%"	1812	1.8	33	1916		0					0				80		80						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA/BATCH170112/BLANK_170109_8.FIN"	"EPA-309374"	">Oxalic acid, isobutyl nonyl ester"	13.8928	1368.7	5.1	"35%"	"TIC"	"11%"	"0.0174%"	1892	0.5	21	1359		0					0				81		81						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA/BATCH170112/BLANK_170109_8.FIN"	"EPA-329065"	">Valylvaline, N,N'-dimethyl-N'-ethoxycarbonyl-, heptyl ester"	14.6335	1421.9	6.1	"31%"	"158 m/z"	"4.1%"	"0.0398%"	2022	1.2	23	3589		0					0				81		84						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA/BATCH170112/BLANK_170109_8.FIN"	936027	">Salicyl hydrazide"	14.7158	1428	7.1	"24%"	"121 m/z"	"8.8%"	"0.0363%"	2036	2.5	19	1693		0					0				86		86						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA/BATCH170112/BLANK_170109_8.FIN"	72439793	">3-Ethoxy-1,1,1,7,7,7-hexamethyl-3,5,5-tris(trimethylsiloxy)tetrasiloxane"	15.2061	1464.5	4.4	"30%"	"73 m/z"	"6.4%"	"0.0358%"	2122	1.1	25	2326		0					0				71		73						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA/BATCH170112/BLANK_170109_8.FIN"	75503	">Methylamine, N,N-dimethyl-"	15.2096	1464.7	5.6	"9.2%"	"TIC"	"20%"	"0.00840%"	2122	1.5	14	715		0					0				38		94						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA/BATCH170112/BLANK_170109_8.FIN"	96764	">2,4-Di-tert-butylphenol"	15.4416	1482	4.9	"45%"	"191 m/z"	"2.6%"	"0.0870%"	2163	1.1	37	5762		0					0				82		82						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA/BATCH170112/BLANK_170109_8.FIN"	143077	">Dodecanoic acid"	16.0372	1527.8	7.2	"39%"	"TIC"	"12%"	"0.0570%"	2267	1.9	29	1187		0					0				70		74						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA/BATCH170112/BLANK_170109_8.FIN"	73373156	">2,3'-Bifuran, octahydro-"	16.5567	1568.7	4.5	"43%"	"71 m/z"	"2.9%"	"0.0558%"	2358	1	30	5095		0					0				71		77						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA/BATCH170112/BLANK_170109_8.FIN"	"EPA-344374"	">Isophthalic acid, 3,5-difluorophenyl heptyl ester"	16.655	1576.4	3.5	"21%"	"247 m/z"	"8.9%"	"0.0117%"	2375	1.2	15	1675		0					0				85		85						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA/BATCH170112/BLANK_170109_8.FIN"	56114626	">3,4-Dihydroxyphenylglycol, 4TMS derivative"	17.3122	1629.7	8.8	"6.4%"	"TIC"	"34%"	"0.00560%"	2490	2	10	429		0					0				51		51						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA/BATCH170112/BLANK_170109_8.FIN"	1460022	">Benzene, 1,3,5-tri-tert-butyl-"	17.5751	1651.6	4.5	"22%"	"231 m/z"	"9.0%"	"0.0170%"	2536	1	17	1650		0					0				86		86						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA/BATCH170112/BLANK_170109_8.FIN"	69064364	">Z-2-Dodecenol"	17.882	1677.1	6.3	"28%"	"TIC"	"26%"	"0.0158%"	2590	1.3	19	561		0					0				77		77						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA/BATCH170112/BLANK_170109_8.FIN"	544638	">Tetradecanoic acid"	18.4033	1721.9	5.9	"57%"	"TIC"	"7.9%"	"0.0845%"	2681	2	36	1880		0					0				79		80						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA/BATCH170112/BLANK_170109_8.FIN"	"EPA-143486"	">2-Heptadecenal"	19.0366	1778.1	5	"21%"	"TIC"	"30%"	"0.0115%"	2792	0.7	17	490		0					0				63		65						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA/BATCH170112/BLANK_170109_8.FIN"	3910358	">1H-Indene, 2,3-dihydro-1,1,3-trimethyl-3-phenyl-"	19.3435	1806.9	6.4	"11%"	"TIC"	"27%"	"0.0105%"	2846	0.8	14	537		0					0				53		58						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA/BATCH170112/BLANK_170109_8.FIN"	36653824	">1-Hexadecanol"	19.7104	1848.6	7.8	"47%"	"TIC"	"7.0%"	"0.108%"	2910	1	40	2123		0					0				90		90						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA/BATCH170112/BLANK_170109_8.FIN"	69393357	">Ethanone, 2-cyclohexyl-1-(1-methyl-1H-imidazol-4-yl)-"	19.8247	1861.6	6.1	"7.5%"	"TIC"	"33%"	"0.00792%"	2930	0.6	14	443		0					0				52		62						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA/BATCH170112/BLANK_170109_8.FIN"	"EPA-144579"	">16-Heptadecenal"	19.9601	1877	4.5	"17%"	"TIC"	"21%"	"0.0122%"	2954	1.7	21	687		0					0				78		78						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA/BATCH170112/BLANK_170109_8.FIN"	"EPA-309240"	">Oxalic acid, allyl dodecyl ester"	20.2882	1917.9	">8"	"40%"	"TIC"	"6.8%"	"0.0659%"	3011	1.4	43	2194		0					0				75		84						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA/BATCH170112/BLANK_170109_8.FIN"	84742	">Dibutyl phthalate"	20.3459	1926	4	"38%"	"149 m/z"	"1.0%"	"0.128%"	3021	1.2	50	13995		0					0				91		91						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA/BATCH170112/BLANK_170109_8.FIN"	19812647	">1,14-Tetradecanediol"	20.6831	1973.7	6.1	"15%"	"TIC"	"13%"	"0.0180%"	3080	2.1	28	1118		0					0				73		76						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA/BATCH170112/BLANK_170109_8.FIN"	29812791	">Hydroxylamine, O-decyl-"	21.1255	2042.5	5	"14%"	"57 m/z"	"4.6%"	"0.0743%"	3158	0.9	38	3260		0					0				75		76						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA/BATCH170112/BLANK_170109_8.FIN"	1072168	">Octane, 2,7-dimethyl-"	21.681	2134.7	3.5	"5.5%"	"57 m/z"	"5.9%"	"0.0244%"	3255	1	26	2517		0					0				78		78						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA/BATCH170112/BLANK_170109_8.FIN"	"EPA-309202"	">Sulfurous acid, 2-ethylhexyl hexyl ester"	22.7972	2319.8	4.8	"4.1%"	"57 m/z"	"5.5%"	"0.0428%"	3450	1.4	30	2703		0					0				82		82						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA/BATCH170112/BLANK_170111_1.FIN"	2455712	">Benzene, 1,3-bis(3-phenoxyphenoxy)-"	3.1147	735.6	">13"	"42%"	"TIC"	"11%"	"0.0450%"	6	2.2	39	1504		0					0				74		77						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA/BATCH170112/BLANK_170111_1.FIN"	107926	">Butanoic acid"	3.888	777.4	8.6	"67%"	"TIC"	"6.1%"	"0.0193%"	142	1.6	23	2871		0					0				87		87						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA/BATCH170112/BLANK_170111_1.FIN"	541059	">Cyclotrisiloxane, hexamethyl-"	4.3624	803	10.2	"72%"	"TIC"	"5.2%"	"0.0320%"	225	2.3	26	3355		0					0				90		90						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA/BATCH170112/BLANK_170111_1.FIN"	107926	">Butanoic acid"	5.6312	871.6	6.7	"48%"	"TIC"	"9.4%"	"0.00718%"	447	1.4	17	1856		0					0				85		85						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA/BATCH170112/BLANK_170111_1.FIN"	10493988	">2-Cyclopenten-1-one, 2-hydroxy-"	6.341	910.2	6.2	"57%"	"TIC"	"15%"	"0.00842%"	571	1.7	18	1124		0					0				92		92						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA/BATCH170112/BLANK_170111_1.FIN"	100527	">Benzaldehyde"	6.9411	943.4	4.8	"68%"	"105 m/z"	"14%"	"0.0132%"	676	1	24	1242		0					0				88		88						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA/BATCH170112/BLANK_170111_1.FIN"	108952	">Phenol"	7.3406	965.6	6	"31%"	"94 m/z (60)"	"12%"	"0.0114%"	746	1.5	20	1411		0					0				79		81						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA/BATCH170112/BLANK_170111_1.FIN"	"EPA-227442"	">dl-3-Methyl-dl-glutamic acid"	7.3555	966.4	9.4	"13%"	"TIC"	"30%"	"0.00640%"	748	1	14	567		0					0				40		48						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA/BATCH170112/BLANK_170111_1.FIN"	616626	">Propanedioic acid, propyl-"	7.3692	967.1	6.4	"55%"	"60 m/z"	"6.6%"	"0.0245%"	751	0.7	27	2647		0					0				86		86						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA/BATCH170112/BLANK_170111_1.FIN"	556672	">Cyclotetrasiloxane, octamethyl-"	7.6018	980	8.9	"63%"	"281 m/z"	"6.9%"	"0.0265%"	791	2.3	26	2536		0					0				77		80						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA/BATCH170112/BLANK_170111_1.FIN"	556672	">Cyclotetrasiloxane, octamethyl-"	7.6047	980.2	4.9	"41%"	"TIC"	"7.9%"	"0.0131%"	792	2	22	2199		0					0				61		63						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA/BATCH170112/BLANK_170111_1.FIN"	107926	">Butanoic acid"	9.0049	1057.7	4.4	"34%"	"60 m/z"	"12%"	"0.00799%"	1037	1.3	18	1459		0					0				78		78						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA/BATCH170112/BLANK_170111_1.FIN"	"EPA-121974"	">cis-Linaloloxide"	9.237	1070.6	6.5	"30%"	"59 m/z"	"19%"	"0.0120%"	1077	2	19	916		0					0				64		64						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA/BATCH170112/BLANK_170111_1.FIN"	124196	">Nonanal"	9.4507	1082.4	4.3	"58%"	"TIC"	"10%"	"0.0185%"	1115	1	32	1722		0					0				86		86						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA/BATCH170112/BLANK_170111_1.FIN"	33933721	">2H-Pyran-3(4H)-one, 6-ethenyldihydro-2,2,6-trimethyl-"	9.5507	1088	6.7	"48%"	"68 m/z"	"7.1%"	"0.0243%"	1132	1.3	30	2438		0					0				80		80						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA/BATCH170112/BLANK_170111_1.FIN"	541026	">Cyclopentasiloxane, decamethyl-"	10.2463	1129.3	5.3	"42%"	"TIC"	"12%"	"0.0100%"	1254	1.3	23	1393		0					0				70		71						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA/BATCH170112/BLANK_170111_1.FIN"	65850	">Benzoic acid"	10.5166	1145.9	9.7	"67%"	"122 m/z"	"3.7%"	"0.114%"	1301	1.4	47	4630		0					0				93		93						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA/BATCH170112/BLANK_170111_1.FIN"	65850	">Benzoic acid"	10.5235	1146.3	">15"	"72%"	"TIC"	"3.4%"	"0.120%"	1303	1.1	50	5038		0					0				95		95						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA/BATCH170112/BLANK_170111_1.FIN"	111148	">Heptanoic acid"	10.5863	1150.2	4.9	"24%"	"60 m/z"	"8.3%"	"0.0171%"	1314	0.9	24	2088		0					0				70		70						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA/BATCH170112/BLANK_170111_1.FIN"	39028585	">(3R,6S)-2,2,6-Trimethyl-6-vinyltetrahydro-2H-pyran-3-ol"	10.6686	1155.3	8.6	"39%"	"59 m/z"	"7.3%"	"0.0398%"	1328	1	33	2377		0					0				75		75						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA/BATCH170112/BLANK_170111_1.FIN"	112312	">Decanal"	11.091	1181.2	4.7	"69%"	"70 m/z"	"6.6%"	"0.0576%"	1401	1.3	46	2633		0					0				89		89						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA/BATCH170112/BLANK_170111_1.FIN"	1122823	">Cyclohexane, isothiocyanato-"	11.5848	1212.3	5.5	"50%"	"141 m/z"	"3.6%"	"0.0494%"	1488	1.5	43	4779		0					0				89		89						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA/BATCH170112/BLANK_170111_1.FIN"	105602	">Caprolactam"	12.0272	1241.5	8.2	"61%"	"113 m/z (60)"	"2.4%"	"0.136%"	1566	2.7	57	7036		0					0				91		94						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA/BATCH170112/BLANK_170111_1.FIN"	112050	">Nonanoic acid"	12.054	1243.2	6.3	"18%"	"60 m/z"	"8.5%"	"0.0293%"	1570	1.3	30	2057		0					0				74		74						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA/BATCH170112/BLANK_170111_1.FIN"	35237639	">10-Dodecenol"	12.6164	1280.3	5.2	"22%"	"TIC"	"20%"	"0.00722%"	1669	1.4	24	866		0					0				73		73						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA/BATCH170112/BLANK_170111_1.FIN"	6383115	">Bicyclo[4.2.0]octa-1,3,5-triene-7,8-dione"	12.8262	1294.1	6.5	"22%"	"104 m/z"	"9.6%"	"0.0185%"	1706	1.7	23	1816		0					0				72		72						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA/BATCH170112/BLANK_170111_1.FIN"	540976	">Cyclohexasiloxane, dodecamethyl-"	12.8656	1296.7	5.2	"28%"	"341 m/z"	"5.1%"	"0.0214%"	1712	1.3	31	3388		0					0				76		76						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA/BATCH170112/BLANK_170111_1.FIN"	334485	">n-Decanoic acid"	13.4417	1337	5.4	"28%"	"60 m/z"	"8.8%"	"0.0380%"	1813	1.8	34	1971		0					0				72		72						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA/BATCH170112/BLANK_170111_1.FIN"	22104796	">2-Nonen-1-ol"	14.0521	1379.9	4.9	"25%"	"TIC"	"9.5%"	"0.0113%"	1920	1.9	33	1827		0					0				78		79						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA/BATCH170112/BLANK_170111_1.FIN"	"EPA-329068"	">Valylvaline, N,N'dimethyl-N'-ethoxycarbonyl-, undecyl ester"	14.6374	1422.2	6.3	"8.9%"	"158 m/z"	"6.3%"	"0.0114%"	2022	1.3	19	2742		0					0				85		85						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA/BATCH170112/BLANK_170111_1.FIN"	72439793	">3-Ethoxy-1,1,1,7,7,7-hexamethyl-3,5,5-tris(trimethylsiloxy)tetrasiloxane"	15.2163	1465.2	5	"21%"	"73 m/z"	"4.5%"	"0.0310%"	2124	0.7	36	3837		0					0				77		79						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA/BATCH170112/BLANK_170111_1.FIN"	19812647	">1,14-Tetradecanediol"	15.4055	1479.3	6.7	"27%"	"TIC"	"11%"	"0.0156%"	2157	1.2	39	1549		0					0				84		86						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA/BATCH170112/BLANK_170111_1.FIN"	166273387	">Pentanoic acid, 5-hydroxy-, 2,4-di-t-butylphenyl esters"	15.4524	1482.8	5.8	"13%"	"191 m/z"	"4.0%"	"0.0185%"	2165	0.6	26	4276		0					0				83		83						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA/BATCH170112/BLANK_170111_1.FIN"	143077	">Dodecanoic acid"	16.0416	1528.1	10.3	"15%"	"TIC"	"11%"	"0.0141%"	2268	1	31	1500		0					0				60		60						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA/BATCH170112/BLANK_170111_1.FIN"	6846500	">2,2,4-Trimethyl-1,3-pentanediol diisobutyrate"	16.5663	1569.4	4.5	"24%"	"71 m/z"	"1.0%"	"0.0683%"	2360	1	56	16586		0					0				80		80						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA/BATCH170112/BLANK_170111_1.FIN"	32451959	">3-Dodecen-1-ol, (Z)-"	16.684	1578.7	5.4	"9.1%"	"TIC"	"9.2%"	"0.00721%"	2380	0.4	32	1891		0					0				61		61						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA/BATCH170112/BLANK_170111_1.FIN"	556683	">Cyclooctasiloxane, hexadecamethyl-"	17.2996	1628.7	">12"	"34%"	"TIC"	"1.8%"	"0.106%"	2488	1	66	9540		0					0				82		91						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA/BATCH170112/BLANK_170111_1.FIN"	556683	">Cyclooctasiloxane, hexadecamethyl-"	17.311	1629.6	">9"	"27%"	"355 m/z"	"1.9%"	"0.138%"	2490	0.6	60	9059		0					0				86		91						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA/BATCH170112/BLANK_170111_1.FIN"	75503	">Methylamine, N,N-dimethyl-"	17.7139	1663.1	5	"5.7%"	"58 m/z"	"8.6%"	"0.00897%"	2561	0.9	20	2015		0					0				91		91						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA/BATCH170112/BLANK_170111_1.FIN"	69064364	">Z-2-Dodecenol"	17.8957	1678.3	5.1	"16%"	"TIC"	"9.9%"	"0.0103%"	2592	0.8	36	1757		0					0				76		77						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA/BATCH170112/BLANK_170111_1.FIN"	544638	">Tetradecanoic acid"	18.418	1723.2	9.3	"16%"	"TIC"	"9.6%"	"0.0213%"	2684	2.1	35	1823		0					0				62		62						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA/BATCH170112/BLANK_170111_1.FIN"	22768225	">2,4-Diphenyl-4-methyl-2(E)-pentene"	18.9319	1768.8	">12"	"24%"	"TIC"	"6.2%"	"0.0511%"	2774	1.6	48	2793		0					0				61		68						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA/BATCH170112/BLANK_170111_1.FIN"	556718	">Cyclononasiloxane, octadecamethyl-"	19.0513	1779.4	">10"	"17%"	"TIC"	"3.5%"	"0.0337%"	2795	0.7	48	4894		0					0				56		70						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA/BATCH170112/BLANK_170111_1.FIN"	556718	">Cyclononasiloxane, octadecamethyl-"	19.129	1786.3	9.4	"15%"	"TIC"	"2.5%"	"0.0222%"	2808	0.7	46	6792		0					0				77		80						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA/BATCH170112/BLANK_170111_1.FIN"	556718	">Cyclononasiloxane, octadecamethyl-"	19.1319	1786.6	">8"	"17%"	"73 m/z"	"2.3%"	"0.0917%"	2809	0.6	48	7498		0					0				79		82						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA/BATCH170112/BLANK_170111_1.FIN"	22768225	">2,4-Diphenyl-4-methyl-2(E)-pentene"	19.3171	1803.9	">18"	"21%"	"TIC"	"6.5%"	"0.0665%"	2841	0.9	49	2662		0					0				79		79						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA/BATCH170112/BLANK_170111_1.FIN"	59920262	">2,4,6,8-Tetramethyl-1-undecene"	19.724	1850.2	">10"	"16%"	"TIC"	"6.2%"	"0.0323%"	2912	1.5	45	2827		0					0				75		86						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA/BATCH170112/BLANK_170111_1.FIN"	"EPA-319538"	">1,2,5-Oxadiazole-3-carboxamide, 4-amino-N-[2-[[(2-fluorophenyl)methyl]amino]ethyl]-"	19.8292	1862.1	6	"2.8%"	"TIC"	"21%"	"0.00193%"	2931	2	19	817		0					0				55		62						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA/BATCH170112/BLANK_170111_1.FIN"	84742	">Dibutyl phthalate"	20.3138	1921.5	">6"	"83%"	"149 m/z"	"0.052%"	"2.38%"	3015	0.5	276	330840		0					0				95		96						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA/BATCH170112/BLANK_170111_1.FIN"	84742	">Dibutyl phthalate"	20.3338	1924.3	12	"79%"	"149 m/z"	"0.051%"	"2.16%"	3019	2.4	272	338883		0					0				97		97						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA/BATCH170112/BLANK_170111_1.FIN"	72439793	">3-Ethoxy-1,1,1,7,7,7-hexamethyl-3,5,5-tris(trimethylsiloxy)tetrasiloxane"	20.4127	1935.5	3.5	"4.9%"	"73 m/z"	"3.0%"	"0.0138%"	3033	0.9	36	5769		0					0				68		69						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA/BATCH170112/BLANK_170111_1.FIN"	"EPA-202150"	">1-Phenyl-4-(3,5-dimethylphenyl)buta-1,3-diene"	20.487	1946	">8"	"39%"	"219 m/z"	"1.6%"	"0.342%"	3046	1.2	100	10426		0					0				75		76						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA/BATCH170112/BLANK_170111_1.FIN"	7343068	">Phenanthrene, 3,4,5,6-tetramethyl-"	20.4967	1947.3	">9"	"11%"	"TIC"	"7.1%"	"0.0627%"	3048	0.9	55	2449		0					0				48		58						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA/BATCH170112/BLANK_170111_1.FIN"	544763	">Hexadecane"	20.5058	1948.6	">9"	"14%"	"57 m/z (219)"	"1.9%"	"0.128%"	3049	0.7	59	9110		0					0				88		88						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA/BATCH170112/BLANK_170111_1.FIN"	1620980	">3,5-di-tert-Butyl-4-hydroxybenzaldehyde"	20.7813	1987.6	13.6	"11%"	"TIC"	"6.1%"	"0.0298%"	3097	1.6	44	2860		0					0				67		73						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA/BATCH170112/BLANK_170111_1.FIN"	62016302	">Octane, 2,3,3-trimethyl-"	21.1322	2043.7	4	"15%"	"57 m/z"	"2.6%"	"0.0433%"	3159	0.9	54	6629		0					0				79		83						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA/BATCH170112/BLANK_170111_1.FIN"	13187990	">2-Bromo dodecane"	21.6843	2135.2	4.2	"16%"	"TIC"	"1.7%"	"0.0227%"	3255	1.1	63	9966		0					0				83		84						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA/BATCH170112/BLANK_170111_1.FIN"	13187990	">2-Bromo dodecane"	21.6849	2135.3	3.9	"16%"	"57 m/z"	"1.7%"	"0.0692%"	3255	1.1	62	9797		0					0				85		85						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA/BATCH170112/BLANK_170111_1.FIN"	629925	">Nonadecane"	22.233	2226.2	3.9	"29%"	"57 m/z"	"0.69%"	"0.195%"	3351	1.2	104	25116		0					0				88		90						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA/BATCH170112/BLANK_170111_1.FIN"	629925	">Nonadecane"	22.2336	2226.3	4	"30%"	"TIC"	"0.68%"	"0.0875%"	3351	1.2	105	25731		0					0				89		90						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA/BATCH170112/BLANK_170111_1.FIN"	629925	">Nonadecane"	22.8051	2321.1	4.2	"20%"	"57 m/z"	"1.0%"	"0.145%"	3451	1.1	87	17319		0					0				91		92						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA/BATCH170112/BLANK_170112_1.FIN"	628353	">1,2-Ethanediol, monoformate"	3.8676	776.3	9.2	"57%"	"60 m/z"	"9.2%"	"0.0172%"	138	2.5	16	1675		0					0				85		85						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA/BATCH170112/BLANK_170112_1.FIN"	541059	">Cyclotrisiloxane, hexamethyl-"	4.3556	802.7	8.4	"59%"	"TIC"	"8.8%"	"0.0199%"	223	2.1	19	1747		0					0				87		87						
"Z:\MEDIA\C\PROGRAM FILES (X86)\NIST17\AMDIS32\DATA/BATCH170112/BLANK_170112_1.FIN"	10493988	">2-Cyclopenten-1-one, 2-hydroxy-"	6.3394	910.1	6.5	"74%"	"TIC"	"11%"	"0.0195%"	570	2	20	1313		0					0				95		95						
